Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day of the week,Call Duration,Campaign,Pdays,Previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
26,Technician,Single,Professional Course,No,No,Yes,Cellular,Jul,Wed,168,2,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
26,Admin,Single,University Degree,No,No,No,Cellular,Jul,Wed,212,1,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
46,Management,Divorced,Basic 4Y,No,No,No,Telephone,Jul,Wed,201,5,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
28,Services,Married,Basic 9Y,No,No,No,Cellular,Jul,Wed,191,1,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
37,Technician,Married,High School,No,Yes,No,Cellular,Jul,Wed,1339,3,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
26,Admin,Single,University Degree,No,Yes,No,Telephone,Jul,Wed,30,2,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
24,Management,Married,Basic 9Y,No,No,No,Telephone,Jul,Wed,127,11,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
29,Admin,Married,University Degree,No,No,No,Cellular,Jul,Wed,319,5,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
38,Management,Single,University Degree,No,No,No,Telephone,Jul,Wed,284,8,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
43,Technician,Married,Basic 9Y,No,No,Yes,Telephone,Jul,Wed,264,5,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
35,Services,Married,Basic 9Y,No,No,Yes,Cellular,Jul,Wed,204,2,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
23,Blue-Collar,Single,Unknown,Unknown,No,No,Cellular,Jul,Wed,1473,6,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
24,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Jul,Wed,255,2,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
55,Admin,Single,High School,No,No,Yes,Cellular,Jul,Wed,108,5,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
37,Entrepreneur,Divorced,High School,Unknown,No,No,Cellular,Jul,Wed,524,4,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
29,Self-Employed,Single,University Degree,No,Yes,No,Cellular,Jul,Wed,26,2,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
29,Admin,Married,University Degree,No,Yes,No,Cellular,Jul,Wed,184,1,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
30,Admin,Single,University Degree,No,Yes,Yes,Cellular,Jul,Wed,613,3,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
29,Admin,Married,University Degree,No,No,No,Cellular,Jul,Wed,268,1,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
44,Blue-Collar,Married,Basic 6Y,Unknown,No,No,Cellular,Jul,Wed,605,6,999,0,Nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
33,Technician,Divorced,Professional Course,No,No,No,Cellular,Jul,Thu,93,7,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
32,Admin,Single,High School,No,No,No,Cellular,Jul,Thu,98,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
33,Services,Single,High School,No,Yes,No,Cellular,Jul,Thu,63,11,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Blue-Collar,Divorced,Basic 6Y,Unknown,Yes,No,Cellular,Jul,Thu,128,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
32,Admin,Single,Basic 9Y,No,No,No,Cellular,Jul,Thu,185,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
33,Management,Married,University Degree,No,No,No,Cellular,Jul,Thu,66,7,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
23,Retired,Single,Professional Course,No,Yes,No,Cellular,Jul,Thu,102,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
30,Technician,Married,High School,No,No,No,Cellular,Jul,Thu,199,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
52,Technician,Married,Professional Course,No,Yes,No,Telephone,Jul,Thu,293,20,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
36,Management,Married,University Degree,No,No,Yes,Cellular,Jul,Thu,59,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
32,Admin,Single,Basic 9Y,No,No,No,Cellular,Jul,Thu,330,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
32,Admin,Single,High School,No,Yes,No,Telephone,Jul,Thu,209,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
36,Admin,Divorced,University Degree,No,Yes,No,Cellular,Jul,Thu,59,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
36,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Thu,159,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
28,Self-Employed,Single,High School,No,No,No,Cellular,Jul,Thu,63,6,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
25,Admin,Married,High School,No,No,No,Cellular,Jul,Thu,298,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
37,Blue-Collar,Married,High School,Unknown,No,No,Cellular,Jul,Thu,413,4,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
36,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Thu,53,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
40,Management,Single,University Degree,No,No,No,Cellular,Jul,Thu,309,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
30,Admin,Single,University Degree,No,No,No,Cellular,Jul,Thu,257,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
30,Admin,Single,University Degree,No,No,No,Cellular,Jul,Thu,36,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
35,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,55,14,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
30,Admin,Married,Basic 6Y,No,Yes,Yes,Cellular,Jul,Thu,53,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
39,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Jul,Thu,71,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Student,Single,University Degree,Unknown,Yes,No,Cellular,Jul,Thu,20,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
37,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Thu,117,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
28,Admin,Single,High School,No,Yes,No,Cellular,Jul,Thu,80,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
26,Technician,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,261,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
36,Blue-Collar,Married,Basic 6Y,No,No,No,Cellular,Jul,Thu,201,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
34,Entrepreneur,Married,Professional Course,No,Yes,No,Cellular,Jul,Thu,109,4,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
30,Admin,Married,Basic 6Y,No,Yes,No,Cellular,Jul,Thu,397,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
38,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Jul,Thu,69,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
36,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Telephone,Jul,Thu,264,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
29,Admin,Married,High School,No,No,No,Cellular,Jul,Thu,48,7,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
44,Technician,Single,Professional Course,No,Yes,No,Cellular,Jul,Thu,90,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
28,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Jul,Thu,72,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
34,Entrepreneur,Married,Professional Course,No,Yes,No,Cellular,Jul,Thu,94,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
41,Technician,Married,Professional Course,No,Yes,Yes,Cellular,Jul,Thu,539,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
32,Blue-Collar,Married,Basic 6Y,Unknown,Yes,No,Cellular,Jul,Thu,317,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Services,Single,High School,No,No,No,Cellular,Jul,Thu,1150,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,Yes
25,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Jul,Thu,144,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
26,Services,Single,High School,No,No,Yes,Cellular,Jul,Thu,126,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
42,Services,Married,High School,No,Yes,Yes,Cellular,Jul,Thu,302,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
44,Technician,Single,Professional Course,No,Yes,Yes,Cellular,Jul,Thu,123,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
47,Blue-Collar,Married,Basic 4Y,Unknown,Yes,Yes,Cellular,Jul,Thu,114,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
25,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Jul,Thu,235,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
35,Entrepreneur,Single,University Degree,No,No,No,Cellular,Jul,Thu,196,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
35,Unemployed,Married,High School,No,No,Yes,Telephone,Jul,Thu,84,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
26,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,106,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
31,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Telephone,Jul,Thu,151,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
54,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Thu,102,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
25,Blue-Collar,Married,Basic 4Y,No,No,Yes,Cellular,Jul,Thu,521,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
36,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,181,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
35,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Jul,Thu,50,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
55,Housemaid,Divorced,Unknown,Unknown,Yes,No,Cellular,Jul,Thu,80,5,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
26,Technician,Divorced,Unknown,Unknown,No,No,Cellular,Jul,Thu,187,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
40,Services,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,158,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Services,Single,High School,No,Yes,Yes,Cellular,Jul,Thu,205,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Self-Employed,Married,University Degree,No,No,No,Cellular,Jul,Thu,114,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
40,Services,Married,Basic 9Y,No,No,No,Cellular,Jul,Thu,228,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Services,Single,High School,No,No,No,Cellular,Jul,Thu,20,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
35,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Jul,Thu,628,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
35,Blue-Collar,Single,High School,Unknown,No,No,Cellular,Jul,Thu,117,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Jul,Thu,418,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
48,Admin,Married,High School,Unknown,Yes,Yes,Cellular,Jul,Thu,64,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
28,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Jul,Thu,302,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
30,Blue-Collar,Single,Basic 9Y,No,Yes,No,Telephone,Jul,Thu,17,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
45,Services,Married,Basic 9Y,No,No,No,Cellular,Jul,Thu,50,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
44,Admin,Married,University Degree,No,No,No,Cellular,Jul,Thu,72,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
32,Admin,Married,University Degree,No,Yes,No,Cellular,Jul,Thu,72,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
29,Admin,Single,University Degree,No,Yes,Yes,Cellular,Jul,Thu,258,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
32,Admin,Married,University Degree,No,No,No,Cellular,Jul,Thu,45,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
45,Admin,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,544,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Technician,Divorced,High School,No,No,No,Cellular,Jul,Thu,124,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
31,Services,Single,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,753,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,Yes
43,Blue-Collar,Single,Basic 6Y,No,Yes,No,Cellular,Jul,Thu,391,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Services,Single,High School,No,Yes,No,Cellular,Jul,Thu,72,6,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
31,Student,Single,University Degree,No,No,No,Cellular,Jul,Thu,84,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
29,Admin,Single,University Degree,No,No,No,Cellular,Jul,Thu,686,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
31,Student,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,277,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Blue-Collar,Single,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,64,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Technician,Divorced,High School,No,Yes,No,Cellular,Jul,Thu,388,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
31,Student,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,324,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Blue-Collar,Single,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,295,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Jul,Thu,284,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Jul,Thu,86,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
47,Blue-Collar,Divorced,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,504,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Technician,Divorced,High School,No,Yes,No,Cellular,Jul,Thu,1171,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
32,Entrepreneur,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,430,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
43,Technician,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,201,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
43,Technician,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,50,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
26,Technician,Single,High School,No,No,No,Cellular,Jul,Thu,224,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
43,Technician,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,272,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Self-Employed,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Thu,82,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
31,Self-Employed,Divorced,University Degree,No,Unknown,Unknown,Cellular,Jul,Thu,262,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Admin,Single,University Degree,No,Yes,No,Telephone,Jul,Thu,344,10,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Blue-Collar,Single,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,818,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
43,Technician,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,534,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
52,Technician,Married,Professional Course,No,Yes,No,Cellular,Jul,Thu,402,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Technician,Single,Basic 6Y,No,Yes,No,Cellular,Jul,Thu,127,5,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
37,Blue-Collar,Married,Basic 4Y,No,No,No,Cellular,Jul,Thu,89,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Admin,Single,High School,Unknown,Yes,No,Cellular,Jul,Thu,87,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Admin,Single,High School,Unknown,Yes,No,Cellular,Jul,Thu,97,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Jul,Thu,324,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
42,Entrepreneur,Married,Basic 4Y,Unknown,Yes,No,Cellular,Jul,Thu,287,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Admin,Single,High School,Unknown,Yes,No,Cellular,Jul,Thu,284,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
30,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Thu,67,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
41,Entrepreneur,Married,Professional Course,No,Yes,No,Cellular,Jul,Thu,156,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
33,Management,Single,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,234,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
34,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Jul,Thu,54,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
50,Blue-Collar,Married,Unknown,Unknown,No,No,Cellular,Jul,Thu,59,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
50,Blue-Collar,Married,Unknown,Unknown,No,No,Cellular,Jul,Thu,134,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
49,Admin,Single,University Degree,No,Yes,No,Telephone,Jul,Thu,167,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
50,Blue-Collar,Married,Unknown,Unknown,Yes,No,Cellular,Jul,Thu,58,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
33,Management,Single,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,509,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
30,Unemployed,Married,Professional Course,No,Unknown,Unknown,Cellular,Jul,Thu,156,6,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
50,Blue-Collar,Married,Unknown,Unknown,No,No,Cellular,Jul,Thu,200,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
39,Admin,Divorced,High School,No,Yes,Yes,Cellular,Jul,Thu,354,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Unemployed,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,143,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
34,Technician,Single,Professional Course,No,No,No,Cellular,Jul,Thu,28,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
50,Blue-Collar,Married,Unknown,Unknown,Yes,No,Cellular,Jul,Thu,224,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
42,Housemaid,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,410,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
34,Technician,Single,Professional Course,No,Yes,No,Cellular,Jul,Thu,109,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
50,Blue-Collar,Married,Unknown,Unknown,No,No,Cellular,Jul,Thu,1275,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,Yes
30,Entrepreneur,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,11,12,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
50,Blue-Collar,Married,Unknown,Unknown,No,No,Cellular,Jul,Thu,1183,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
25,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Jul,Thu,692,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
58,Blue-Collar,Divorced,Basic 4Y,No,Yes,No,Cellular,Jul,Thu,158,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
31,Admin,Single,University Degree,No,Yes,Yes,Cellular,Jul,Thu,120,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
47,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Cellular,Jul,Thu,136,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
50,Blue-Collar,Married,Unknown,Unknown,No,No,Cellular,Jul,Thu,114,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
51,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Jul,Thu,118,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
29,Admin,Single,University Degree,No,Yes,No,Telephone,Jul,Thu,109,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
59,Retired,Single,High School,No,Yes,No,Cellular,Jul,Thu,143,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Admin,Single,High School,Unknown,Unknown,Unknown,Cellular,Jul,Thu,84,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Admin,Single,High School,Unknown,Yes,No,Telephone,Jul,Thu,15,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
30,Technician,Married,Basic 9Y,No,No,Yes,Cellular,Jul,Thu,536,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
35,Admin,Married,High School,No,No,No,Cellular,Jul,Thu,490,7,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Admin,Single,High School,Unknown,Yes,No,Cellular,Jul,Thu,282,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
25,Blue-Collar,Married,Basic 4Y,No,No,Yes,Telephone,Jul,Thu,1008,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,Yes
24,Admin,Single,High School,Unknown,Yes,Yes,Cellular,Jul,Thu,493,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Admin,Single,High School,Unknown,Yes,No,Cellular,Jul,Thu,421,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
24,Admin,Single,High School,Unknown,Yes,No,Cellular,Jul,Thu,259,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
32,Technician,Married,University Degree,No,Yes,No,Cellular,Jul,Thu,80,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
29,Unemployed,Married,University Degree,No,Yes,No,Cellular,Jul,Thu,202,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
42,Housemaid,Married,Basic 9Y,No,Yes,Yes,Cellular,Jul,Thu,301,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
39,Housemaid,Divorced,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,105,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
29,Unemployed,Married,University Degree,No,No,No,Cellular,Jul,Thu,509,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
23,Management,Single,University Degree,No,No,Yes,Cellular,Jul,Thu,49,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
23,Management,Single,University Degree,No,Yes,No,Cellular,Jul,Thu,134,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
27,Unemployed,Single,University Degree,No,Yes,Yes,Cellular,Jul,Thu,538,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,Yes
41,Entrepreneur,Divorced,Basic 9Y,No,Yes,Yes,Cellular,Jul,Thu,115,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
41,Entrepreneur,Divorced,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,179,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
34,Blue-Collar,Married,Basic 4Y,Unknown,Yes,Yes,Cellular,Jul,Thu,195,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
38,Management,Married,University Degree,No,Yes,Yes,Cellular,Jul,Thu,68,2,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
23,Management,Single,University Degree,No,No,No,Cellular,Jul,Thu,795,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,Yes
35,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Thu,225,3,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
39,Housemaid,Divorced,Basic 9Y,No,No,No,Cellular,Jul,Thu,926,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,Yes
41,Entrepreneur,Divorced,Basic 9Y,No,Yes,Yes,Cellular,Jul,Thu,219,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
58,Retired,Married,High School,No,No,No,Cellular,Jul,Thu,119,1,999,0,Nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
